gender,phone_use_hours,sleep_hours,person_interaction,social_media_hours,gaming_hours,educational_hours,family_communication,phone_anxiety,phone_during_meals,lose_track_time,performance_impact,phone_before_sleep,phone_after_wakeup,phone_addiction
male,8 to 10 hours,4 to 6 hours,rarely,more than 9 hours,less than 1 hour,4 to 6 hours,often,rarely,often,never,often,rarely,rarely,yes
male,8 to 10 hours,more than 8 hours,never,4 to 6 hours,4 to 6 hours,7 to 9 hours,often,never,rarely,often,often,always,often,yes
male,2 to 4 hours,less than 4 hours,sometimes,more than 9 hours,less than 1 hour,less than 1 hour,never,rarely,sometimes,rarely,always,sometimes,never,no
male,5 to 7 hours,4 to 6 hours,rarely,1 to 3 hours,4 to 6 hours,1 to 3 hours,always,sometimes,always,sometimes,never,rarely,never,yes
male,5 to 7 hours,more than 8 hours,often,more than 9 hours,7 to 9 hours,more than 9 hours,often,sometimes,always,never,often,sometimes,often,yes
male,5 to 7 hours,less than 4 hours,often,4 to 6 hours,1 to 3 hours,4 to 6 hours,rarely,always,sometimes,often,sometimes,rarely,sometimes,yes
female,less than 2 hours,7 to 8 hours,never,7 to 9 hours,1 to 3 hours,7 to 9 hours,rarely,often,never,always,never,often,always,yes
female,2 to 4 hours,more than 8 hours,rarely,1 to 3 hours,4 to 6 hours,more than 9 hours,rarely,rarely,rarely,rarely,always,rarely,rarely,no
female,more than 10 hours,more than 8 hours,sometimes,less than 1 hour,more than 9 hours,more than 9 hours,never,never,often,never,rarely,often,always,yes
female,2 to 4 hours,4 to 6 hours,always,more than 9 hours,7 to 9 hours,1 to 3 hours,rarely,sometimes,rarely,rarely,always,rarely,never,yes
male,2 to 4 hours,4 to 6 hours,never,more than 9 hours,7 to 9 hours,more than 9 hours,rarely,often,sometimes,never,always,sometimes,always,yes
male,2 to 4 hours,less than 4 hours,often,less than 1 hour,4 to 6 hours,less than 1 hour,rarely,often,rarely,sometimes,sometimes,sometimes,never,no
female,2 to 4 hours,4 to 6 hours,sometimes,less than 1 hour,less than 1 hour,1 to 3 hours,rarely,sometimes,always,never,never,often,rarely,no
female,more than 10 hours,less than 4 hours,often,1 to 3 hours,7 to 9 hours,more than 9 hours,sometimes,always,sometimes,never,rarely,always,never,no
female,less than 2 hours,7 to 8 hours,rarely,more than 9 hours,more than 9 hours,4 to 6 hours,rarely,always,rarely,never,never,never,often,yes
female,2 to 4 hours,less than 4 hours,sometimes,more than 9 hours,more than 9 hours,less than 1 hour,rarely,never,sometimes,sometimes,never,never,rarely,no
male,8 to 10 hours,7 to 8 hours,rarely,4 to 6 hours,more than 9 hours,more than 9 hours,sometimes,rarely,sometimes,rarely,rarely,rarely,sometimes,no
female,5 to 7 hours,more than 8 hours,often,1 to 3 hours,7 to 9 hours,4 to 6 hours,always,sometimes,sometimes,always,always,sometimes,often,no
male,more than 10 hours,7 to 8 hours,rarely,1 to 3 hours,7 to 9 hours,more than 9 hours,sometimes,sometimes,always,often,often,sometimes,always,yes
male,2 to 4 hours,4 to 6 hours,always,less than 1 hour,7 to 9 hours,1 to 3 hours,never,never,always,always,often,always,always,yes
female,5 to 7 hours,4 to 6 hours,often,more than 9 hours,less than 1 hour,less than 1 hour,always,often,often,often,often,rarely,always,yes
female,8 to 10 hours,7 to 8 hours,rarely,less than 1 hour,7 to 9 hours,more than 9 hours,always,rarely,rarely,always,sometimes,rarely,always,no
female,2 to 4 hours,less than 4 hours,often,1 to 3 hours,less than 1 hour,more than 9 hours,always,sometimes,rarely,rarely,always,often,rarely,no
female,5 to 7 hours,more than 8 hours,often,4 to 6 hours,4 to 6 hours,more than 9 hours,rarely,always,never,often,rarely,always,never,yes
female,8 to 10 hours,more than 8 hours,rarely,4 to 6 hours,7 to 9 hours,more than 9 hours,never,never,always,rarely,sometimes,often,often,yes
female,5 to 7 hours,less than 4 hours,rarely,1 to 3 hours,more than 9 hours,4 to 6 hours,always,often,rarely,sometimes,sometimes,never,never,no
male,less than 2 hours,more than 8 hours,often,1 to 3 hours,less than 1 hour,less than 1 hour,never,rarely,always,rarely,never,often,never,no
male,less than 2 hours,4 to 6 hours,always,1 to 3 hours,more than 9 hours,4 to 6 hours,rarely,never,rarely,often,rarely,rarely,always,no
male,more than 10 hours,less than 4 hours,sometimes,1 to 3 hours,less than 1 hour,less than 1 hour,always,often,often,never,often,never,always,yes
female,5 to 7 hours,7 to 8 hours,sometimes,4 to 6 hours,less than 1 hour,more than 9 hours,always,rarely,always,sometimes,often,sometimes,never,no
female,2 to 4 hours,7 to 8 hours,often,4 to 6 hours,less than 1 hour,less than 1 hour,never,never,never,rarely,never,rarely,sometimes,no
female,2 to 4 hours,more than 8 hours,always,less than 1 hour,less than 1 hour,4 to 6 hours,always,often,sometimes,never,sometimes,always,always,no
male,more than 10 hours,4 to 6 hours,never,1 to 3 hours,1 to 3 hours,more than 9 hours,never,never,often,never,often,often,never,yes
male,more than 10 hours,4 to 6 hours,always,4 to 6 hours,1 to 3 hours,more than 9 hours,often,always,sometimes,often,never,always,never,yes
male,2 to 4 hours,more than 8 hours,always,more than 9 hours,1 to 3 hours,more than 9 hours,never,rarely,rarely,often,never,rarely,sometimes,no
male,5 to 7 hours,more than 8 hours,always,1 to 3 hours,more than 9 hours,4 to 6 hours,never,always,sometimes,sometimes,never,always,always,yes
male,8 to 10 hours,less than 4 hours,rarely,4 to 6 hours,1 to 3 hours,4 to 6 hours,often,always,always,rarely,sometimes,often,often,yes
male,8 to 10 hours,less than 4 hours,rarely,more than 9 hours,less than 1 hour,1 to 3 hours,often,never,rarely,rarely,never,often,rarely,yes
female,8 to 10 hours,4 to 6 hours,never,7 to 9 hours,4 to 6 hours,7 to 9 hours,rarely,often,often,never,rarely,rarely,rarely,yes
female,more than 10 hours,less than 4 hours,rarely,1 to 3 hours,7 to 9 hours,4 to 6 hours,never,sometimes,never,never,never,rarely,rarely,no
male,less than 2 hours,7 to 8 hours,sometimes,7 to 9 hours,7 to 9 hours,7 to 9 hours,never,always,never,rarely,often,never,never,no
male,more than 10 hours,less than 4 hours,sometimes,1 to 3 hours,4 to 6 hours,4 to 6 hours,sometimes,never,always,never,never,never,often,no
male,5 to 7 hours,more than 8 hours,always,7 to 9 hours,7 to 9 hours,1 to 3 hours,often,sometimes,never,rarely,rarely,often,rarely,no
female,5 to 7 hours,4 to 6 hours,rarely,7 to 9 hours,less than 1 hour,4 to 6 hours,never,never,sometimes,often,rarely,never,never,yes
female,2 to 4 hours,more than 8 hours,always,1 to 3 hours,1 to 3 hours,more than 9 hours,often,sometimes,sometimes,sometimes,often,never,never,no
male,8 to 10 hours,more than 8 hours,never,7 to 9 hours,1 to 3 hours,less than 1 hour,always,rarely,always,rarely,never,often,sometimes,yes
female,less than 2 hours,less than 4 hours,rarely,less than 1 hour,less than 1 hour,1 to 3 hours,never,always,never,always,never,often,always,yes
male,less than 2 hours,7 to 8 hours,rarely,7 to 9 hours,4 to 6 hours,less than 1 hour,always,sometimes,often,rarely,often,always,sometimes,yes
female,2 to 4 hours,4 to 6 hours,often,4 to 6 hours,4 to 6 hours,more than 9 hours,often,rarely,sometimes,sometimes,often,often,never,no
male,2 to 4 hours,more than 8 hours,sometimes,4 to 6 hours,1 to 3 hours,7 to 9 hours,sometimes,often,sometimes,always,rarely,sometimes,often,no
female,more than 10 hours,less than 4 hours,sometimes,7 to 9 hours,7 to 9 hours,4 to 6 hours,always,often,often,always,sometimes,always,always,yes
male,5 to 7 hours,7 to 8 hours,always,4 to 6 hours,1 to 3 hours,less than 1 hour,rarely,rarely,often,never,sometimes,often,sometimes,yes
female,less than 2 hours,less than 4 hours,never,1 to 3 hours,more than 9 hours,4 to 6 hours,never,sometimes,never,always,always,sometimes,rarely,yes
male,5 to 7 hours,less than 4 hours,rarely,more than 9 hours,7 to 9 hours,4 to 6 hours,always,always,always,rarely,sometimes,never,sometimes,yes
female,8 to 10 hours,4 to 6 hours,always,7 to 9 hours,less than 1 hour,4 to 6 hours,rarely,always,often,never,never,sometimes,never,yes
female,less than 2 hours,7 to 8 hours,sometimes,more than 9 hours,7 to 9 hours,more than 9 hours,often,always,often,always,sometimes,never,rarely,no
male,more than 10 hours,more than 8 hours,always,more than 9 hours,1 to 3 hours,7 to 9 hours,never,sometimes,often,sometimes,never,often,never,no
female,8 to 10 hours,less than 4 hours,sometimes,4 to 6 hours,4 to 6 hours,7 to 9 hours,never,sometimes,sometimes,never,often,never,sometimes,yes
female,more than 10 hours,more than 8 hours,always,more than 9 hours,more than 9 hours,1 to 3 hours,never,rarely,always,never,often,always,rarely,yes
female,less than 2 hours,7 to 8 hours,rarely,more than 9 hours,less than 1 hour,7 to 9 hours,sometimes,rarely,always,always,never,never,rarely,no
female,more than 10 hours,less than 4 hours,sometimes,1 to 3 hours,7 to 9 hours,4 to 6 hours,always,always,rarely,rarely,rarely,often,never,no
male,2 to 4 hours,7 to 8 hours,rarely,less than 1 hour,more than 9 hours,7 to 9 hours,sometimes,never,often,always,never,never,rarely,no
male,8 to 10 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,4 to 6 hours,never,never,always,rarely,rarely,never,rarely,no
male,5 to 7 hours,4 to 6 hours,never,1 to 3 hours,4 to 6 hours,less than 1 hour,sometimes,rarely,always,rarely,never,always,rarely,yes
female,more than 10 hours,4 to 6 hours,always,1 to 3 hours,7 to 9 hours,4 to 6 hours,often,rarely,sometimes,often,often,sometimes,always,yes
male,2 to 4 hours,4 to 6 hours,always,more than 9 hours,more than 9 hours,less than 1 hour,never,sometimes,rarely,rarely,often,often,sometimes,yes
male,less than 2 hours,less than 4 hours,often,4 to 6 hours,7 to 9 hours,4 to 6 hours,always,often,always,never,always,rarely,often,yes
male,more than 10 hours,7 to 8 hours,rarely,less than 1 hour,more than 9 hours,7 to 9 hours,sometimes,rarely,rarely,rarely,always,often,often,yes
female,2 to 4 hours,7 to 8 hours,never,1 to 3 hours,1 to 3 hours,7 to 9 hours,often,sometimes,always,always,always,always,often,yes
male,less than 2 hours,7 to 8 hours,always,more than 9 hours,more than 9 hours,4 to 6 hours,often,often,never,sometimes,always,never,always,no
female,more than 10 hours,7 to 8 hours,rarely,more than 9 hours,less than 1 hour,1 to 3 hours,sometimes,often,never,often,sometimes,often,never,yes
male,5 to 7 hours,7 to 8 hours,rarely,7 to 9 hours,4 to 6 hours,more than 9 hours,sometimes,sometimes,never,often,sometimes,often,rarely,yes
male,5 to 7 hours,more than 8 hours,always,1 to 3 hours,less than 1 hour,less than 1 hour,often,often,rarely,often,never,often,rarely,no
female,more than 10 hours,less than 4 hours,rarely,4 to 6 hours,1 to 3 hours,4 to 6 hours,often,sometimes,never,always,always,never,never,yes
female,2 to 4 hours,more than 8 hours,sometimes,less than 1 hour,4 to 6 hours,7 to 9 hours,often,always,sometimes,rarely,never,sometimes,rarely,no
male,2 to 4 hours,more than 8 hours,sometimes,7 to 9 hours,4 to 6 hours,less than 1 hour,often,sometimes,always,often,sometimes,often,often,yes
female,more than 10 hours,more than 8 hours,often,4 to 6 hours,1 to 3 hours,1 to 3 hours,rarely,often,never,often,rarely,sometimes,rarely,yes
male,less than 2 hours,4 to 6 hours,rarely,7 to 9 hours,4 to 6 hours,4 to 6 hours,often,often,sometimes,sometimes,rarely,sometimes,rarely,no
female,2 to 4 hours,less than 4 hours,always,4 to 6 hours,1 to 3 hours,1 to 3 hours,often,sometimes,rarely,rarely,often,never,never,no
female,less than 2 hours,4 to 6 hours,sometimes,4 to 6 hours,more than 9 hours,4 to 6 hours,often,never,rarely,sometimes,always,always,rarely,no
male,more than 10 hours,7 to 8 hours,rarely,less than 1 hour,less than 1 hour,1 to 3 hours,rarely,often,always,always,often,rarely,never,yes
male,5 to 7 hours,more than 8 hours,always,4 to 6 hours,4 to 6 hours,more than 9 hours,often,always,rarely,rarely,never,never,sometimes,no
female,5 to 7 hours,4 to 6 hours,rarely,4 to 6 hours,more than 9 hours,less than 1 hour,rarely,sometimes,sometimes,always,rarely,sometimes,always,yes
male,2 to 4 hours,7 to 8 hours,sometimes,7 to 9 hours,1 to 3 hours,7 to 9 hours,never,sometimes,never,never,always,always,often,no
female,less than 2 hours,4 to 6 hours,never,1 to 3 hours,7 to 9 hours,less than 1 hour,often,rarely,rarely,sometimes,never,always,always,yes
female,8 to 10 hours,less than 4 hours,often,1 to 3 hours,7 to 9 hours,4 to 6 hours,never,sometimes,rarely,often,always,never,never,yes
male,less than 2 hours,less than 4 hours,sometimes,4 to 6 hours,less than 1 hour,7 to 9 hours,sometimes,often,often,never,always,never,rarely,no
male,2 to 4 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,1 to 3 hours,rarely,sometimes,often,rarely,never,rarely,sometimes,no
female,5 to 7 hours,less than 4 hours,often,1 to 3 hours,less than 1 hour,less than 1 hour,sometimes,often,always,often,never,always,sometimes,yes
female,8 to 10 hours,7 to 8 hours,never,more than 9 hours,1 to 3 hours,more than 9 hours,often,rarely,always,rarely,never,always,often,yes
female,2 to 4 hours,4 to 6 hours,never,more than 9 hours,more than 9 hours,less than 1 hour,always,rarely,often,never,never,always,sometimes,yes
female,5 to 7 hours,less than 4 hours,rarely,less than 1 hour,4 to 6 hours,4 to 6 hours,often,often,sometimes,always,rarely,always,often,yes
female,more than 10 hours,less than 4 hours,often,7 to 9 hours,7 to 9 hours,more than 9 hours,rarely,never,sometimes,sometimes,always,always,rarely,yes
male,5 to 7 hours,7 to 8 hours,sometimes,more than 9 hours,more than 9 hours,7 to 9 hours,never,sometimes,always,always,often,never,often,yes
male,5 to 7 hours,7 to 8 hours,never,7 to 9 hours,7 to 9 hours,7 to 9 hours,rarely,rarely,sometimes,sometimes,never,rarely,never,no
male,2 to 4 hours,7 to 8 hours,always,7 to 9 hours,1 to 3 hours,more than 9 hours,always,rarely,rarely,rarely,rarely,sometimes,sometimes,no
male,less than 2 hours,less than 4 hours,often,4 to 6 hours,7 to 9 hours,less than 1 hour,often,never,always,never,always,never,always,yes
male,2 to 4 hours,more than 8 hours,often,7 to 9 hours,1 to 3 hours,1 to 3 hours,sometimes,rarely,sometimes,never,always,never,always,no
female,2 to 4 hours,more than 8 hours,sometimes,4 to 6 hours,less than 1 hour,1 to 3 hours,rarely,often,always,always,rarely,sometimes,sometimes,yes
male,5 to 7 hours,4 to 6 hours,often,more than 9 hours,4 to 6 hours,less than 1 hour,sometimes,sometimes,rarely,sometimes,always,always,sometimes,yes
female,8 to 10 hours,less than 4 hours,often,less than 1 hour,7 to 9 hours,4 to 6 hours,always,always,never,never,often,sometimes,rarely,no
female,less than 2 hours,4 to 6 hours,always,7 to 9 hours,7 to 9 hours,4 to 6 hours,always,never,sometimes,rarely,always,sometimes,never,no
male,less than 2 hours,7 to 8 hours,always,4 to 6 hours,7 to 9 hours,7 to 9 hours,often,sometimes,rarely,never,often,always,rarely,no
male,more than 10 hours,more than 8 hours,sometimes,7 to 9 hours,less than 1 hour,more than 9 hours,always,sometimes,always,rarely,always,often,always,yes
female,2 to 4 hours,more than 8 hours,never,7 to 9 hours,7 to 9 hours,less than 1 hour,often,never,often,rarely,always,always,never,yes
male,8 to 10 hours,7 to 8 hours,sometimes,7 to 9 hours,less than 1 hour,7 to 9 hours,always,sometimes,never,always,never,rarely,rarely,no
male,2 to 4 hours,more than 8 hours,often,more than 9 hours,more than 9 hours,7 to 9 hours,often,sometimes,sometimes,rarely,rarely,sometimes,rarely,no
female,more than 10 hours,4 to 6 hours,never,1 to 3 hours,4 to 6 hours,7 to 9 hours,rarely,always,never,sometimes,never,often,never,yes
male,2 to 4 hours,more than 8 hours,always,less than 1 hour,7 to 9 hours,more than 9 hours,always,sometimes,never,rarely,often,always,rarely,no
male,8 to 10 hours,more than 8 hours,sometimes,1 to 3 hours,7 to 9 hours,less than 1 hour,sometimes,often,often,never,often,never,never,yes
female,less than 2 hours,4 to 6 hours,often,less than 1 hour,less than 1 hour,7 to 9 hours,always,often,sometimes,always,rarely,always,always,no
male,less than 2 hours,4 to 6 hours,rarely,more than 9 hours,4 to 6 hours,1 to 3 hours,rarely,often,never,sometimes,never,always,always,yes
female,2 to 4 hours,more than 8 hours,often,4 to 6 hours,less than 1 hour,more than 9 hours,always,never,never,often,rarely,often,never,no
male,8 to 10 hours,7 to 8 hours,rarely,7 to 9 hours,7 to 9 hours,less than 1 hour,sometimes,rarely,never,sometimes,never,always,never,yes
male,2 to 4 hours,7 to 8 hours,rarely,less than 1 hour,1 to 3 hours,4 to 6 hours,rarely,often,often,never,often,rarely,never,no
female,less than 2 hours,4 to 6 hours,sometimes,7 to 9 hours,7 to 9 hours,7 to 9 hours,rarely,never,never,rarely,sometimes,sometimes,rarely,no
female,less than 2 hours,more than 8 hours,never,7 to 9 hours,1 to 3 hours,7 to 9 hours,sometimes,always,rarely,rarely,never,never,often,no
male,2 to 4 hours,more than 8 hours,sometimes,less than 1 hour,1 to 3 hours,4 to 6 hours,never,often,never,often,rarely,always,sometimes,no
female,more than 10 hours,less than 4 hours,always,7 to 9 hours,4 to 6 hours,more than 9 hours,never,sometimes,never,never,rarely,often,often,yes
female,8 to 10 hours,4 to 6 hours,often,4 to 6 hours,7 to 9 hours,7 to 9 hours,always,rarely,always,always,rarely,never,often,yes
female,5 to 7 hours,4 to 6 hours,often,more than 9 hours,4 to 6 hours,7 to 9 hours,rarely,rarely,sometimes,often,sometimes,always,rarely,yes
female,less than 2 hours,7 to 8 hours,sometimes,1 to 3 hours,less than 1 hour,4 to 6 hours,often,never,never,rarely,often,always,always,no
male,more than 10 hours,less than 4 hours,rarely,7 to 9 hours,less than 1 hour,4 to 6 hours,always,often,sometimes,rarely,sometimes,often,always,yes
female,5 to 7 hours,less than 4 hours,sometimes,more than 9 hours,4 to 6 hours,4 to 6 hours,rarely,never,always,sometimes,sometimes,always,rarely,yes
male,5 to 7 hours,7 to 8 hours,never,7 to 9 hours,less than 1 hour,more than 9 hours,often,often,often,rarely,often,often,sometimes,yes
